# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
      17.539       13.800      116.914     4593.715
      17.546      156.800      116.914     4593.715
      17.554      128.000      116.914     4593.715
      17.561       22.700      116.914     4593.715
      17.569      112.300      116.914     4593.715
      17.577      160.500      116.914     4593.715
      17.585      100.500      116.914     4593.715
      17.592      102.200      116.914     4593.715
      17.600       90.200      116.914     4593.715
      17.607        0.000      116.914     4593.715
      17.615      151.200      116.914     4593.715
      17.622      150.500      116.914     4593.715
      17.630        0.000      116.914     4593.715
      17.637      150.900      116.914     4593.715
      17.645      147.300      116.914     4593.715
      17.652        0.000      116.914     4593.715
      17.659      163.000      116.914     4593.715
      17.667      100.500      116.914     4593.715
      17.674      133.500      116.914     4593.715
      17.682       55.400      116.914     4593.715
      17.690      145.000      116.914     4593.715
      17.697        0.000      116.914     4593.715
      17.704      153.600      116.914     4593.715
      17.712      150.100      116.914     4593.715
      17.719       23.200      116.914     4593.715
      17.727      118.100      116.914     4593.715
      17.735      149.400      116.914     4593.715
      17.742      102.600      116.914     4593.715
      17.750       42.700      116.914     4593.715
      17.757      134.000      116.914     4593.715
      17.765        0.000      116.914     4593.715
      17.772      197.900      116.914     4593.715
      17.780      103.000      116.914     4593.715
      17.787       42.400      116.914     4593.715
      17.794      144.000      116.914     4593.715
      17.802      142.200      116.914     4593.715
      17.810       81.400      116.914     4593.715
      17.817      108.200      116.914     4593.715
      17.825      102.600      116.914     4593.715
      17.832       86.600      116.914     4593.715
      17.840       59.900      116.914     4593.715
      17.847      158.000      116.914     4593.715
      17.854       88.700      116.914     4593.715
      17.862       67.300      116.914     4593.715
      17.869      143.800      116.914     4593.715
      17.877        0.000      116.914     4593.715
      17.885      155.100      116.914     4593.715
      17.892      130.400      116.914     4593.715
      17.900      108.700      116.914     4593.715
      17.908      101.300      116.914     4593.715
      17.916       86.100      116.914     4593.715
      17.923      107.900      116.914     4593.715
      17.931      104.300      116.914     4593.715
      17.939       91.200      116.914     4593.715
      17.946       84.100      116.914     4593.715
      17.954       83.200      116.914     4593.715
      17.962      139.000      116.914     4593.715
      17.969       96.300      116.914     4593.715
      17.977       78.100      116.914     4593.715
      17.985       49.000      116.914     4593.715
      17.992      146.000      116.914     4593.715
      18.000      127.300      116.914     4593.715
      18.008       96.500      116.914     4593.715
      18.015       75.600      116.914     4593.715
      18.023      123.200      116.914     4593.715
      18.031       87.000      116.914     4593.715
      18.038       90.900      116.914     4593.715
      18.046       88.500      116.914     4593.715
      18.054      133.300      116.914     4593.715
      18.061       96.100      116.914     4593.715
      18.069       70.700      116.914     4593.715
      18.076      134.800      116.914     4593.715
      18.084       91.300      116.914     4593.715
      18.091      103.800      116.914     4593.715
      18.099       83.400      116.914     4593.715
      18.106      110.500      116.914     4593.715
      18.114       67.700      116.914     4593.715
      18.121       63.600      116.914     4593.715
      18.129       99.800      116.914     4593.715
      18.136      132.400      116.914     4593.715
      18.144      142.300      116.914     4593.715
      18.157       89.400      116.914     4593.715
      18.167       88.200      116.914     4593.715
      18.176      100.900      116.914     4593.715
      18.185       98.000      116.914     4593.715
      18.194       99.300      116.914     4593.715
      18.203      103.100      116.914     4593.715
      18.213       90.100      116.914     4593.715
      18.222      103.400      116.914     4593.715
      18.230       87.800      116.914     4593.715
      18.238      109.900      116.914     4593.715
      18.246       95.200      116.914     4593.715
      18.253       91.000      116.914     4593.715
      18.261      117.100      116.914     4593.715
      18.269       91.000      116.914     4593.715
      18.276       88.600      116.914     4593.715
      18.284       90.900      116.914     4593.715
      18.291       81.500      116.914     4593.715
      18.298      145.300      116.914     4593.715
      18.306       92.700      116.914     4593.715
      18.314      105.800      116.914     4593.715
      18.321       82.200      116.914     4593.715
      18.330      102.500      116.914     4593.715
      18.339       80.400      116.914     4593.715
      18.347       77.700      116.914     4593.715
      18.355      122.000      116.914     4593.715
      18.363      109.800      116.914     4593.715
      18.371        0.000      116.914     4593.715
      18.378      182.800      116.914     4593.715
      18.386      126.200      116.914     4593.715
      18.394       76.800      116.914     4593.715
      18.401      131.000      116.914     4593.715
      18.409      103.300      116.914     4593.715
      18.416       43.200      116.914     4593.715
      18.424      152.200      116.914     4593.715
      18.431      104.900      116.914     4593.715
      18.439       81.000      116.914     4593.715
      18.446       73.000      116.914     4593.715
      18.454      132.800      116.914     4593.715
      18.461       32.000      116.914     4593.715
      18.468      139.100      116.914     4593.715
      18.476      129.200      116.914     4593.715
      18.483       21.800      116.914     4593.715
      18.491      146.100      116.914     4593.715
      18.498      133.600      116.914     4593.715
      18.506       86.300      116.914     4593.715
      18.513       84.100      116.914     4593.715
      18.520      132.900      116.914     4593.715
      18.528       21.300      116.914     4593.715
      18.536      144.200      116.914     4593.715
      18.543      133.200      116.914     4593.715
      18.551        0.000      116.914     4593.715
      18.558      165.400      116.914     4593.715
      18.566      134.500      116.914     4593.715
      18.573       15.100      116.914     4593.715
      18.581      133.700      116.914     4593.715
      18.588      133.800      116.914     4593.715
      18.596        0.000      116.914     4593.715
      18.603      182.200      116.914     4593.715
      18.611      135.000      116.914     4593.715
      18.618        0.000      116.914     4593.715
      18.625      157.800      116.914     4593.715
      18.632       89.700      116.914     4593.715
      18.640      138.400      116.914     4593.715
      18.648      118.900      116.914     4593.715
      18.656       92.100      116.914     4593.715
      18.664       53.400      116.914     4593.715
      18.671      103.400      116.914     4593.715
      18.679      136.200      116.914     4593.715
      18.686        0.000      116.914     4593.715
      18.693      197.300      116.914     4593.715
      18.700       88.300      116.914     4593.715
      18.708       86.600      116.914     4593.715
      18.715       48.700      116.914     4593.715
      18.723      177.400      116.914     4593.715
      18.730        0.000      116.914     4593.715
      18.737      163.400      116.914     4593.715
      18.745      134.800      116.914     4593.715
      18.752       58.300      116.914     4593.715
      18.760      158.600      116.914     4593.715
      18.767       75.900      116.914     4593.715
      18.774       65.600      116.914     4593.715
      18.782      146.500      116.914     4593.715
      18.789      105.600      116.914     4593.715
      18.797       39.800      116.914     4593.715
      18.804      164.900      116.914     4593.715
      18.812        0.000      116.914     4593.715
      18.819      134.600      116.914     4593.715
      18.827      145.900      116.914     4593.715
      18.834       40.500      116.914     4593.715
      18.841      115.800      116.914     4593.715
      18.849      125.400      116.914     4593.715
      18.856      132.600      116.914     4593.715
      18.864       68.200      116.914     4593.715
      18.871      127.800      116.914     4593.715
      18.878       51.300      116.914     4593.715
      18.886       94.600      116.914     4593.715
      18.893      149.000      116.914     4593.715
      18.901        0.000      116.914     4593.715
      18.908      174.800      116.914     4593.715
      18.916      126.100      116.914     4593.715
      18.923       89.000      116.914     4593.715
      18.931       84.500      116.914     4593.715
      18.938      126.400      116.914     4593.715
      18.946       48.000      116.914     4593.715
      18.953      129.600      116.914     4593.715
      18.961      105.100      116.914     4593.715
      18.968       74.000      116.914     4593.715
      18.976      139.200      116.914     4593.715
      18.983       98.300      116.914     4593.715
      18.991       77.500      116.914     4593.715
      18.998      125.400      116.914     4593.715
      19.006       97.200      116.914     4593.715
      19.014       47.700      116.914     4593.715
      19.021      118.200      116.914     4593.715
      19.028      123.500      116.914     4593.715
      19.036       51.300      116.914     4593.715
      19.044      112.200      116.914     4593.715
      19.051      112.800      116.914     4593.715
      19.058      133.200      116.914     4593.715
      19.066       39.300      116.914     4593.715
      19.074      154.400      116.914     4593.715
      19.081       20.000      116.914     4593.715
      19.089      178.700      116.914     4593.715
      19.096       93.500      116.914     4593.715
      19.104        0.000      116.914     4593.715
      19.111      190.500      116.914     4593.715
      19.119      123.400      116.914     4593.715
      19.126       36.800      116.914     4593.715
      19.134      100.600      116.914     4593.715
      19.141      155.400      116.914     4593.715
      19.148       72.300      116.914     4593.715
      19.156      126.200      116.914     4593.715
      19.164       99.400      116.914     4593.715
      19.171      103.800      116.914     4593.715
      19.179       70.000      116.914     4593.715
      19.186      131.900      117.121     4602.699
      19.194      100.100      128.660     4607.191
      19.202       99.200      134.082     4610.883
      19.210       97.000      132.828     4609.598
      19.218      153.800      132.965     4641.598
      19.227      377.600      133.316     4641.379
      19.236      353.100      133.379     4641.379
      19.244      435.700      133.383     4641.379
      19.252      311.500      128.891     4636.887
      19.261      480.600      128.891     4636.887
      19.274      204.300      115.414     4623.410
      19.286      330.100       90.363     4598.359
      19.306      155.200       87.977     4595.965
      19.325       90.800       87.977     4595.965
      19.340       85.700       78.992     4586.980
