# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       5.843       28.000      101.191     4577.992
       5.851      146.400      101.191     4577.992
       5.858      129.400      101.191     4577.992
       5.866       73.700      101.191     4577.992
       5.873       93.200      101.191     4577.992
       5.881       41.300      101.191     4577.992
       5.888      134.500      101.191     4577.992
       5.895      135.900      101.191     4577.992
       5.903        0.000      101.191     4577.992
       5.911      148.800      101.191     4577.992
       5.918      128.900      101.191     4577.992
       5.925       89.400      101.191     4577.992
       5.933      151.800      101.191     4577.992
       5.940       66.100      101.191     4577.992
       5.948      141.900      101.191     4577.992
       5.956       93.600      101.191     4577.992
       5.963       37.200      101.191     4577.992
       5.971      165.800      101.191     4577.992
       5.978        0.000      101.191     4577.992
       5.985      126.600      101.191     4577.992
       5.993      120.000      101.191     4577.992
       6.000      147.200      101.191     4577.992
       6.007        0.000      101.191     4577.992
       6.014      142.500      101.191     4577.992
       6.021      136.200      101.191     4577.992
       6.028        0.000      101.191     4577.992
       6.036      137.700      101.191     4577.992
       6.043      130.200      101.191     4577.992
       6.051      132.900      101.191     4577.992
       6.058        0.000      101.191     4577.992
       6.066      135.400      101.191     4577.992
       6.073      165.400      101.191     4577.992
       6.080        0.000      101.191     4577.992
       6.088      136.800      101.191     4577.992
       6.095      169.600      101.191     4577.992
       6.102      121.500      101.191     4577.992
       6.110       29.000      101.191     4577.992
       6.117      135.800      101.191     4577.992
       6.124      135.300      101.191     4577.992
       6.132       81.700      101.191     4577.992
       6.139       98.100      101.191     4577.992
       6.147       37.400      101.191     4577.992
       6.154      178.200      101.191     4577.992
       6.162       58.800      101.191     4577.992
       6.169      131.400      101.191     4577.992
       6.176       80.600      101.191     4577.992
       6.184        0.000      101.191     4577.992
       6.191      179.900      101.191     4577.992
       6.199      147.900      101.191     4577.992
       6.206       80.300      101.191     4577.992
       6.213        0.000      101.191     4577.992
       6.221      213.800      101.191     4577.992
       6.229       60.400      101.191     4577.992
       6.236      128.700      101.191     4577.992
       6.244        0.000      101.191     4577.992
       6.251      180.300      101.191     4577.992
       6.259      129.600      101.191     4577.992
       6.266        0.000      101.191     4577.992
       6.274      132.800      101.191     4577.992
       6.281      139.700      101.191     4577.992
       6.288      131.100      101.191     4577.992
       6.295       65.700      101.191     4577.992
       6.303      122.700      101.191     4577.992
       6.310       83.400      101.191     4577.992
       6.317       74.500      101.191     4577.992
       6.325       97.500      101.191     4577.992
       6.332      119.400      101.191     4577.992
       6.340      118.900      101.191     4577.992
       6.349      106.000      101.191     4577.992
       6.358      102.500      101.191     4577.992
       6.366       75.200      101.191     4577.992
       6.374      107.400      101.191     4577.992
       6.382       54.300      101.191     4577.992
       6.390      165.800      101.191     4577.992
       6.397       35.500      101.191     4577.992
       6.405      160.300      101.191     4577.992
       6.413       49.600      101.191     4577.992
       6.421      113.600      101.191     4577.992
       6.429      131.700      101.191     4577.992
       6.436        0.000      101.191     4577.992
       6.445      116.400      101.191     4577.992
       6.452      130.500      101.191     4577.992
       6.460      131.600      101.191     4577.992
       6.467        0.000      101.191     4577.992
       6.475      174.000      101.191     4577.992
       6.482      135.700      101.191     4577.992
       6.489      112.300      101.191     4577.992
       6.497        0.000      101.191     4577.992
       6.505      185.600      101.191     4577.992
       6.513      105.900      101.191     4577.992
       6.521       17.700      101.191     4577.992
       6.528      133.300      101.191     4577.992
       6.535      136.700      101.191     4577.992
       6.543        0.000      101.191     4577.992
       6.551      215.700      101.191     4577.992
       6.559       75.200      101.191     4577.992
       6.568      124.800      101.191     4577.992
       6.575       93.300      101.191     4577.992
       6.583       38.400      101.191     4577.992
       6.590      136.700      101.191     4577.992
       6.598        0.000      101.191     4577.992
       6.606      149.500      101.191     4577.992
       6.614      172.900      101.191     4577.992
       6.621      100.700      101.191     4577.992
       6.629       92.700      101.191     4577.992
       6.636       33.100      101.191     4577.992
       6.644       77.300      101.191     4577.992
       6.651      136.900      101.191     4577.992
       6.659      148.500      101.191     4577.992
       6.666        0.000      101.191     4577.992
       6.672      204.100      101.191     4577.992
       6.680       81.900      101.191     4577.992
       6.687       36.600      101.191     4577.992
       6.694      173.200      101.191     4577.992
       6.702       98.900      101.191     4577.992
       6.709       98.200      101.191     4577.992
       6.716      109.100      101.191     4577.992
       6.724       55.600      101.191     4577.992
       6.731      135.800      101.191     4577.992
       6.738      110.200      101.191     4577.992
       6.746       42.600      101.191     4577.992
       6.753       94.300      101.191     4577.992
       6.761       79.900      101.191     4577.992
       6.768      131.800      101.191     4577.992
       6.776      133.300      101.191     4577.992
       6.783       69.200      101.191     4577.992
       6.791      110.300      101.191     4577.992
       6.798      127.300      101.191     4577.992
       6.805       97.500      101.191     4577.992
       6.813       36.500      101.191     4577.992
       6.820      138.100      101.191     4577.992
       6.827      124.200      101.191     4577.992
       6.835       57.600      101.191     4577.992
       6.842      152.100      101.191     4577.992
       6.849       70.600      101.191     4577.992
       6.857      130.200      101.191     4577.992
       6.865       64.100      101.191     4577.992
       6.872      134.200      101.191     4577.992
       6.879        0.000      101.191     4577.992
       6.887      137.400      101.191     4577.992
       6.894      131.100      101.191     4577.992
       6.901      124.200      101.191     4577.992
       6.909       53.700      101.191     4577.992
       6.916      128.700      101.191     4577.992
       6.923       83.800      101.191     4577.992
       6.931       52.200      101.191     4577.992
       6.938      178.500      101.191     4577.992
       6.945      108.400      101.191     4577.992
       6.953       99.600      101.191     4577.992
       6.961       73.100      101.191     4577.992
       6.968       85.500      101.191     4577.992
       6.975      135.500      101.191     4577.992
       6.983        0.000      101.191     4577.992
       6.990      194.100      101.191     4577.992
       6.997       47.700      101.191     4577.992
       7.006      157.000      101.191     4577.992
       7.014       70.900      101.191     4577.992
       7.021      123.500      101.191     4577.992
       7.029       29.800      101.191     4577.992
       7.036      103.500      101.191     4577.992
       7.044      168.000      101.191     4577.992
       7.051       70.700      101.191     4577.992
       7.059      121.800      101.191     4577.992
       7.066       99.600      101.191     4577.992
       7.074      103.300      101.191     4577.992
       7.081       86.500      101.191     4577.992
       7.089      120.300      101.191     4577.992
       7.096       67.300      101.191     4577.992
       7.103       69.500      101.191     4577.992
       7.111       71.300      101.191     4577.992
       7.118      137.400      101.191     4577.992
       7.125      134.500      101.191     4577.992
       7.133        0.000      101.191     4577.992
       7.139      150.600      101.191     4577.992
       7.146      140.200      101.191     4577.992
       7.154        0.000      101.191     4577.992
       7.161      145.800      101.191     4577.992
       7.168      138.000      101.191     4577.992
       7.175      150.900      101.191     4577.992
       7.182       95.500      101.191     4577.992
       7.189       84.900      101.191     4577.992
       7.196       38.000      101.191     4577.992
       7.204      138.200      101.191     4577.992
       7.211      103.800      101.191     4577.992
       7.218      119.700      101.191     4577.992
       7.226      117.300      101.191     4577.992
       7.233       95.700      101.191     4577.992
       7.240       63.400      101.191     4577.992
       7.248       97.900      101.191     4577.992
       7.255      134.300      101.191     4577.992
       7.262       98.800      101.191     4577.992
       7.270       38.100      101.191     4577.992
       7.278      128.700      101.191     4577.992
       7.285       93.400      101.191     4577.992
       7.292      141.300      101.191     4577.992
       7.299       98.500      101.191     4577.992
       7.307      104.200      101.191     4577.992
       7.314      105.800      101.191     4577.992
       7.322       89.200      101.191     4577.992
       7.330      109.800      101.191     4577.992
       7.340       45.600      101.191     4577.992
       7.348      168.600      101.191     4577.992
       7.356      101.500      101.191     4577.992
       7.364        0.000      101.191     4577.992
       7.371      182.400      101.191     4577.992
       7.379       62.800      101.191     4577.992
       7.386       92.600      101.191     4577.992
       7.393      135.400      101.191     4577.992
       7.401      113.600      101.191     4577.992
       7.408       61.200      101.191     4577.992
       7.414       55.200      101.191     4577.992
       7.421      190.300      101.191     4577.992
       7.428        0.000      101.191     4577.992
       7.436      186.200      101.191     4577.992
       7.443       33.600      101.191     4577.992
       7.450      137.900      101.191     4577.992
       7.457      138.500      101.191     4577.992
       7.465        0.000      101.191     4577.992
       7.472      131.600      101.191     4577.992
       7.480      155.200      101.191     4577.992
       7.487        0.000      101.191     4577.992
       7.494      120.500      101.191     4577.992
       7.502      118.000      101.191     4577.992
       7.509      173.500      101.191     4577.992
       7.516       94.400      101.191     4577.992
       7.524       57.600      101.191     4577.992
       7.531      138.000      101.191     4577.992
       7.538      102.600      101.191     4577.992
       7.546        0.000      101.191     4577.992
       7.553      132.500      101.191     4577.992
       7.561      168.200      101.191     4577.992
       7.569       87.300      101.191     4577.992
       7.576       34.200      101.191     4577.992
       7.583      138.300      101.191     4577.992
       7.591      134.100      101.191     4577.992
       7.598        0.000      101.191     4577.992
       7.606      195.500      101.191     4577.992
       7.613       38.100      101.191     4577.992
       7.620       74.100      101.191     4577.992
       7.627      138.600      101.191     4577.992
       7.634      140.700      101.191     4577.992
       7.642       38.400      101.191     4577.992
       7.649       98.700      101.191     4577.992
       7.657      158.400      101.191     4577.992
       7.665       95.700      101.191     4577.992
       7.673       83.300      101.191     4577.992
       7.680       45.500      101.191     4577.992
       7.688      135.600      101.191     4577.992
       7.695      132.200      101.191     4577.992
       7.703        0.000      101.191     4577.992
       7.710      133.800      101.191     4577.992
       7.718      137.300      101.191     4577.992
       7.725       80.400      101.191     4577.992
       7.732      135.400      101.191     4577.992
       7.740       89.300      101.191     4577.992
       7.747       48.000      101.191     4577.992
       7.754      132.200      101.191     4577.992
       7.762      138.000      101.191     4577.992
       7.769        0.000      101.191     4577.992
       7.776      136.200      101.191     4577.992
       7.783      139.500      101.191     4577.992
       7.790      143.200      101.191     4577.992
       7.797        0.000      101.191     4577.992
       7.805      187.800      101.191     4577.992
       7.812       54.200      101.191     4577.992
       7.819      150.800      105.695     4586.977
       7.827       91.500      116.914     4593.715
       7.834       94.900      116.914     4593.715
       7.842      112.200      116.914     4593.715
       7.849       98.900      116.914     4593.715
       7.856       98.400      116.914     4593.715
       7.863      103.600      116.914     4593.715
       7.871       98.300      116.914     4593.715
       7.878       66.000      116.914     4593.715
       7.886        0.000      116.914     4593.715
       7.893      160.700      116.914     4593.715
       7.900      109.400      116.914     4593.715
       7.908      158.300      116.914     4593.715
       7.915      103.300      116.914     4593.715
       7.922       83.200      116.914     4593.715
       7.929        0.000      116.914     4593.715
       7.937      169.400      116.914     4593.715
       7.944      136.100      116.914     4593.715
       7.952       62.300      116.914     4593.715
       7.959      135.700      116.914     4593.715
       7.967       74.800      116.914     4593.715
       7.974      126.000      116.914     4593.715
       7.982        0.000      116.914     4593.715
       7.990      182.900      116.914     4593.715
       7.997        0.000      116.914     4593.715
       8.004      128.200      116.914     4593.715
       8.011      137.200      116.914     4593.715
       8.018      141.100      116.914     4593.715
       8.026        0.000      116.914     4593.715
       8.033      138.800      116.914     4593.715
       8.040      137.100      116.914     4593.715
       8.048        0.000      116.914     4593.715
       8.055      130.000      116.914     4593.715
       8.063      131.600      116.914     4593.715
       8.070      136.100      116.914     4593.715
       8.078      133.800      116.914     4593.715
       8.085       96.100      116.914     4593.715
       8.092       37.100      116.914     4593.715
       8.100      100.700      116.914     4593.715
       8.107      142.800      116.914     4593.715
       8.113        0.000      116.914     4593.715
       8.120      148.100      116.914     4593.715
       8.126      173.100      116.914     4593.715
       8.133       72.100      116.914     4593.715
       8.140      130.800      116.914     4593.715
       8.147       63.600      116.914     4593.715
       8.155      130.900      116.914     4593.715
       8.162        0.000      116.914     4593.715
       8.170      118.100      116.914     4593.715
       8.177      134.900      116.914     4593.715
       8.185      136.400      116.914     4593.715
       8.192       58.300      116.914     4593.715
       8.199       79.700      116.914     4593.715
       8.206      136.400      116.914     4593.715
       8.214      136.800      116.914     4593.715
       8.221       38.300      116.914     4593.715
       8.228      122.400      116.914     4593.715
       8.236      137.700      116.914     4593.715
       8.243        0.000      116.914     4593.715
       8.250      137.200      116.914     4593.715
       8.257      137.600      116.914     4593.715
       8.265        0.000      116.914     4593.715
       8.272      213.000      116.914     4593.715
       8.280       50.400      116.914     4593.715
       8.287       88.000      116.914     4593.715
       8.294      135.600      116.914     4593.715
       8.301       96.600      116.914     4593.715
       8.309      136.200      116.914     4593.715
       8.316        0.000      116.914     4593.715
       8.323      142.200      116.914     4593.715
       8.330      149.700      116.914     4593.715
       8.337      112.700      116.914     4593.715
       8.347      105.700      116.914     4593.715
       8.356       99.000      116.914     4593.715
       8.364       42.200      116.914     4593.715
       8.371      117.300      116.914     4593.715
       8.379      114.200      116.914     4593.715
       8.386        0.000      116.914     4593.715
       8.394      169.400      116.914     4593.715
       8.401       94.800      116.914     4593.715
       8.410      113.500      116.914     4593.715
       8.417      132.500      116.914     4593.715
       8.425        0.000      116.914     4593.715
       8.432      136.700      116.914     4593.715
       8.439      177.200      116.914     4593.715
       8.447       95.800      116.914     4593.715
       8.454       30.300      116.914     4593.715
       8.461      158.900      116.914     4593.715
       8.469       95.800      116.914     4593.715
       8.476       48.300      116.914     4593.715
       8.483      138.100      116.914     4593.715
       8.491        0.000      116.914     4593.715
       8.498      134.300      116.914     4593.715
       8.506      177.200      116.914     4593.715
       8.513       68.600      116.914     4593.715
       8.521      133.700      116.914     4593.715
       8.527        0.000      116.914     4593.715
       8.534      152.100      116.914     4593.715
       8.541      118.100      116.914     4593.715
       8.548      134.800      116.914     4593.715
       8.556      106.700      116.914     4593.715
       8.563       68.200      116.914     4593.715
       8.570       65.900      116.914     4593.715
       8.577      135.400      116.914     4593.715
       8.584        0.000      116.914     4593.715
       8.592      181.000      116.914     4593.715
       8.599      123.000      116.914     4593.715
       8.606      101.500      116.914     4593.715
       8.613       35.800      116.914     4593.715
       8.620      139.500      116.914     4593.715
       8.628      138.900      116.914     4593.715
       8.635        0.000      116.914     4593.715
       8.642      137.000      116.914     4593.715
       8.650      113.700      116.914     4593.715
       8.658      131.100      116.914     4593.715
       8.665       82.000      116.914     4593.715
       8.673      102.300      116.914     4593.715
       8.680        0.000      116.914     4593.715
       8.687      137.400      116.914     4593.715
       8.694      106.800      116.914     4593.715
       8.702      138.900      116.914     4593.715
       8.709      136.300      116.914     4593.715
       8.716        0.000      116.914     4593.715
       8.723      138.100      116.914     4593.715
       8.730      140.500      116.914     4593.715
       8.738      129.100      116.914     4593.715
       8.746       92.200      116.914     4593.715
       8.753        0.000      116.914     4593.715
       8.761      148.500      116.914     4593.715
       8.768      152.900      116.914     4593.715
       8.775       51.000      116.914     4593.715
       8.783      126.800      116.914     4593.715
       8.790      123.900      116.914     4593.715
       8.797       22.900      116.914     4593.715
       8.805      174.400      116.914     4593.715
       8.812      102.300      116.914     4593.715
       8.820       53.400      116.914     4593.715
       8.827       99.800      116.914     4593.715
       8.834      106.800      116.914     4593.715
       8.842       82.100      116.914     4593.715
       8.849      149.300      116.914     4593.715
       8.857      101.000      116.914     4593.715
       8.864       85.000      116.914     4593.715
       8.872      116.000      116.914     4593.715
       8.879      102.100      116.914     4593.715
       8.886        3.400      116.914     4593.715
       8.894      125.500      116.914     4593.715
       8.901      136.100      116.914     4593.715
       8.909      132.000      116.914     4593.715
       8.917       96.000      116.914     4593.715
       8.924      100.500      116.914     4593.715
       8.932      103.900      116.914     4593.715
       8.939       96.400      116.914     4593.715
       8.946      102.400      116.914     4593.715
       8.954      103.200      116.914     4593.715
       8.962       84.100      116.914     4593.715
       8.969      110.600      116.914     4593.715
       8.977       14.100      116.914     4593.715
       8.984      153.000      116.914     4593.715
       8.992      129.500      116.914     4593.715
       8.999      101.000      116.914     4593.715
       9.007       91.900      116.914     4593.715
       9.014      104.000      116.914     4593.715
       9.022       94.100      116.914     4593.715
       9.029       77.000      116.914     4593.715
       9.037      129.900      116.914     4593.715
       9.044       18.800      116.914     4593.715
       9.052      152.300      116.914     4593.715
       9.059      126.900      116.914     4593.715
       9.067       16.100      116.914     4593.715
       9.074      151.000      116.914     4593.715
       9.082      130.300      116.914     4593.715
       9.089       23.400      116.914     4593.715
       9.096      192.100      116.914     4593.715
       9.103       42.800      116.914     4593.715
       9.111      121.800      116.914     4593.715
       9.118      122.000      116.914     4593.715
       9.125       63.500      116.914     4593.715
       9.133      110.100      116.914     4593.715
       9.140      138.100      116.914     4593.715
       9.147        0.000      116.914     4593.715
       9.155      198.000      116.914     4593.715
       9.162        0.000      116.914     4593.715
       9.170      130.400      116.914     4593.715
       9.177      110.400      116.914     4593.715
       9.185      109.300      116.914     4593.715
       9.192      134.800      116.914     4593.715
       9.200        0.000      116.914     4593.715
       9.207      180.700      116.914     4593.715
       9.214      136.100      116.914     4593.715
       9.222        0.000      116.914     4593.715
       9.229      172.400      116.914     4593.715
       9.236       29.800      116.914     4593.715
       9.244      109.200      116.914     4593.715
       9.251      137.800      116.914     4593.715
       9.259       82.300      116.914     4593.715
       9.266      164.600      116.914     4593.715
       9.273       73.100      116.914     4593.715
       9.281       35.800      116.914     4593.715
       9.288      132.300      116.914     4593.715
       9.296      134.600      116.914     4593.715
       9.303        0.000      116.914     4593.715
       9.310      197.800      116.914     4593.715
       9.318       91.900      116.914     4593.715
       9.325       79.500      116.914     4593.715
       9.332      133.200      116.914     4593.715
       9.340      120.700      116.914     4593.715
       9.349       79.500      116.914     4593.715
       9.359       64.100      116.914     4593.715
       9.368      163.600      116.914     4593.715
       9.377       75.200      116.914     4593.715
       9.384        0.000      116.914     4593.715
       9.392      204.200      116.914     4593.715
       9.400       86.300      116.914     4593.715
       9.408      116.500      116.914     4593.715
       9.415       31.200      116.914     4593.715
       9.423      171.400      116.914     4593.715
       9.430       30.000      116.914     4593.715
       9.437       91.600      116.914     4593.715
       9.445      110.400      116.914     4593.715
       9.452      149.300      116.914     4593.715
       9.459       50.400      116.914     4593.715
       9.467      131.300      116.914     4593.715
       9.474      132.200      116.914     4593.715
       9.482        0.000      116.914     4593.715
       9.489      187.900      116.914     4593.715
       9.497       61.600      116.914     4593.715
       9.504      148.500      116.914     4593.715
       9.512       96.500      116.914     4593.715
       9.519        0.000      116.914     4593.715
       9.527      136.600      116.914     4593.715
       9.534      172.000      116.914     4593.715
       9.542       47.700      116.914     4593.715
       9.549      143.600      116.914     4593.715
       9.557       98.200      116.914     4593.715
       9.564      107.000      116.914     4593.715
       9.572       93.700      116.914     4593.715
       9.579       90.500      116.914     4593.715
       9.587      110.800      116.914     4593.715
       9.594       33.200      116.914     4593.715
       9.601      163.700      116.914     4593.715
       9.609        0.000      116.914     4593.715
       9.616      151.100      116.914     4593.715
       9.623      138.600      116.914     4593.715
       9.631        0.000      116.914     4593.715
       9.639      196.900      116.914     4593.715
       9.647       89.200      116.914     4593.715
       9.654      114.300      116.914     4593.715
       9.661       41.000      116.914     4593.715
       9.669      144.300      116.914     4593.715
       9.676       49.600      116.914     4593.715
       9.684      101.900      116.914     4593.715
       9.691      151.200      116.914     4593.715
       9.699      114.500      116.914     4593.715
       9.706       75.200      116.914     4593.715
       9.714      113.700      116.914     4593.715
       9.721      105.900      116.914     4593.715
       9.728       41.800      116.914     4593.715
       9.736      151.500      116.914     4593.715
       9.743      111.100      116.914     4593.715
       9.751       59.000      116.914     4593.715
       9.758      134.100      116.914     4593.715
       9.766       70.000      116.914     4593.715
       9.773       95.600      116.914     4593.715
       9.781      128.900      116.914     4593.715
       9.788        0.000      116.914     4593.715
       9.796      184.400      116.914     4593.715
       9.803      107.600      116.914     4593.715
       9.811        0.000      116.914     4593.715
       9.819      156.300      116.914     4593.715
       9.826      148.300      116.914     4593.715
       9.833        0.000      116.914     4593.715
       9.841      150.500      116.914     4593.715
       9.848      147.100      116.914     4593.715
       9.856      101.700      116.914     4593.715
       9.863       56.400      116.914     4593.715
       9.871      137.900      116.914     4593.715
       9.878        0.000      116.914     4593.715
       9.885      130.200      116.914     4593.715
       9.893      162.500      116.914     4593.715
       9.901        0.000      116.914     4593.715
       9.908      152.600      116.914     4593.715
       9.916      146.100      116.914     4593.715
       9.924       88.200      116.914     4593.715
       9.932       58.700      116.914     4593.715
       9.940      127.300      116.914     4593.715
       9.947      129.400      116.914     4593.715
       9.955       89.200      116.914     4593.715
       9.963      105.100      116.914     4593.715
       9.971       93.700      116.914     4593.715
       9.979       55.600      116.914     4593.715
       9.986      105.200      116.914     4593.715
       9.995      151.000      116.914     4593.715
      10.003       97.200      116.914     4593.715
      10.011       57.100      116.914     4593.715
      10.019      129.800      116.914     4593.715
      10.027      110.600      116.914     4593.715
      10.035        0.000      116.914     4593.715
      10.042      137.100      116.914     4593.715
      10.050      157.300      116.914     4593.715
      10.058      108.900      116.914     4593.715
      10.066       86.500      116.914     4593.715
      10.074      114.700      116.914     4593.715
      10.081       89.800      116.914     4593.715
      10.089       95.500      116.914     4593.715
      10.096        0.000      116.914     4593.715
      10.103      136.400      116.914     4593.715
      10.111      140.700      116.914     4593.715
      10.118      113.100      116.914     4593.715
      10.126      121.300      116.914     4593.715
      10.133       14.100      116.914     4593.715
      10.140      154.000      116.914     4593.715
      10.147      107.900      116.914     4593.715
      10.155      120.300      116.914     4593.715
      10.162        0.000      116.914     4593.715
      10.169      137.400      116.914     4593.715
      10.176       91.900      116.914     4593.715
      10.184      136.800      116.914     4593.715
      10.191        0.000      116.914     4593.715
      10.197      152.700      116.914     4593.715
      10.204      140.100      116.914     4593.715
      10.212      140.300      116.914     4593.715
      10.219        0.000      116.914     4593.715
      10.226      191.400      116.914     4593.715
      10.233       85.000      116.914     4593.715
      10.241      118.800      116.914     4593.715
      10.248      102.500      116.914     4593.715
      10.256      103.800      116.914     4593.715
      10.263        0.000      116.914     4593.715
      10.270      125.700      116.914     4593.715
      10.278      166.200      116.914     4593.715
      10.285       62.700      116.914     4593.715
      10.294      119.500      116.914     4593.715
      10.302      103.100      116.914     4593.715
      10.311       45.700      116.914     4593.715
      10.318      133.300      116.914     4593.715
      10.325      143.800      116.914     4593.715
      10.332       77.500      116.914     4593.715
      10.340      131.300      116.914     4593.715
      10.349       82.300      116.914     4593.715
      10.357       60.400      116.914     4593.715
      10.366      154.300      116.914     4593.715
      10.374       72.200      116.914     4593.715
      10.382       38.700      116.914     4593.715
      10.390      181.000      116.914     4593.715
      10.397       42.600      116.914     4593.715
      10.403      102.700      116.914     4593.715
      10.411      106.200      116.914     4593.715
      10.418      131.000      116.914     4593.715
      10.426       56.800      116.914     4593.715
      10.433      119.800      116.914     4593.715
      10.441      134.600      116.914     4593.715
      10.448      108.600      116.914     4593.715
      10.456       95.600      116.914     4593.715
      10.463       77.200      116.914     4593.715
      10.471      119.600      116.914     4593.715
      10.478       59.300      116.914     4593.715
      10.486      133.900      116.914     4593.715
      10.493        0.000      116.914     4593.715
      10.499      201.400      116.914     4593.715
      10.506       91.100      116.914     4593.715
      10.514      109.700      116.914     4593.715
      10.522      122.300      116.914     4593.715
      10.528        0.000      116.914     4593.715
      10.535      193.900      116.914     4593.715
      10.543       82.800      116.914     4593.715
      10.550       47.500      116.914     4593.715
      10.558      150.000      116.914     4593.715
      10.566        0.000      116.914     4593.715
      10.573      167.700      116.914     4593.715
      10.580      143.500      116.914     4593.715
      10.588      105.800      116.914     4593.715
      10.595       30.000      116.914     4593.715
      10.603      145.600      116.914     4593.715
      10.611       88.300      116.914     4593.715
      10.618       63.700      116.914     4593.715
      10.625      153.300      116.914     4593.715
      10.632        0.000      116.914     4593.715
      10.639      217.000      116.914     4593.715
      10.647       92.400      116.914     4593.715
      10.654      100.800      116.914     4593.715
      10.662       45.700      116.914     4593.715
      10.669      153.400      116.914     4593.715
      10.677       75.400      116.914     4593.715
      10.684       87.900      116.914     4593.715
      10.692      134.100      116.914     4593.715
      10.699        0.000      116.914     4593.715
      10.706      200.700      116.914     4593.715
      10.714      105.200      116.914     4593.715
      10.721       27.500      116.914     4593.715
      10.728      110.700      116.914     4593.715
      10.735      138.600      116.914     4593.715
      10.742       35.800      116.914     4593.715
      10.749      180.600      116.914     4593.715
      10.756       79.900      116.914     4593.715
      10.764       75.400      116.914     4593.715
      10.771      136.000      116.914     4593.715
      10.778        0.000      116.914     4593.715
      10.785      138.600      116.914     4593.715
      10.793      170.600      116.914     4593.715
      10.800       77.800      116.914     4593.715
      10.808      126.900      116.914     4593.715
      10.815       96.600      116.914     4593.715
      10.823       81.200      116.914     4593.715
      10.830       32.600      116.914     4593.715
      10.837      136.400      116.914     4593.715
      10.845      138.400      116.914     4593.715
      10.852       87.700      116.914     4593.715
      10.859       41.400      116.914     4593.715
      10.867       96.800      116.914     4593.715
      10.874      150.700      116.914     4593.715
      10.881      135.200      116.914     4593.715
      10.889       84.000      116.914     4593.715
      10.896       88.900      116.914     4593.715
      10.904        0.000      116.914     4593.715
      10.911      146.100      116.914     4593.715
      10.918      152.900      116.914     4593.715
      10.926       65.300      116.914     4593.715
      10.933       64.000      116.914     4593.715
      10.940      136.300      116.914     4593.715
      10.948      139.100      116.914     4593.715
      10.955      100.300      116.914     4593.715
      10.963        0.000      116.914     4593.715
      10.970      128.600      116.914     4593.715
      10.978      135.200      116.914     4593.715
      10.985      137.300      116.914     4593.715
      10.993      120.700      116.914     4593.715
      11.000      100.300      116.914     4593.715
      11.007       49.200      116.914     4593.715
      11.015      117.900      116.914     4593.715
      11.022      116.900      116.914     4593.715
      11.030       17.300      116.914     4593.715
      11.037      132.100      116.914     4593.715
      11.045      135.700      116.914     4593.715
      11.052       68.300      116.914     4593.715
      11.060      103.800      116.914     4593.715
      11.067      124.600      116.914     4593.715
      11.075      121.700      116.914     4593.715
      11.082        0.000      116.914     4593.715
      11.090      206.700      116.914     4593.715
      11.097       93.000      116.914     4593.715
      11.104       18.400      116.914     4593.715
      11.111      139.500      116.914     4593.715
      11.118      140.500      116.914     4593.715
      11.126       97.100      116.914     4593.715
      11.133       71.800      116.914     4593.715
      11.141      133.100      116.914     4593.715
      11.148      110.000      116.914     4593.715
      11.156       72.600      116.914     4593.715
      11.163      100.100      116.914     4593.715
      11.171        0.000      116.914     4593.715
      11.178      194.300      116.914     4593.715
      11.185       74.200      116.914     4593.715
      11.193       90.000      116.914     4593.715
      11.201      111.700      116.914     4593.715
      11.208      131.300      116.914     4593.715
      11.216       36.800      116.914     4593.715
      11.223      174.900      116.914     4593.715
      11.231       85.000      116.914     4593.715
      11.238      108.700      116.914     4593.715
      11.246      112.000      116.914     4593.715
      11.253       96.300      116.914     4593.715
      11.261       45.300      116.914     4593.715
      11.268       98.800      116.914     4593.715
      11.276      155.700      116.914     4593.715
      11.284       54.800      116.914     4593.715
      11.291       99.000      116.914     4593.715
      11.299      145.300      116.914     4593.715
      11.306       72.000      116.914     4593.715
      11.314       75.400      116.914     4593.715
      11.321      152.200      116.914     4593.715
      11.329        4.700      116.914     4593.715
      11.337      181.600      116.914     4593.715
      11.346       90.900      116.914     4593.715
      11.354       93.900      116.914     4593.715
      11.362      107.900      116.914     4593.715
      11.370       98.700      116.914     4593.715
      11.378       98.500      116.914     4593.715
      11.385       96.500      116.914     4593.715
      11.393       85.600      116.914     4593.715
      11.400      119.300      116.914     4593.715
      11.408       85.600      116.914     4593.715
      11.415       98.500      116.914     4593.715
      11.422      116.500      116.914     4593.715
      11.430        5.900      116.914     4593.715
      11.437      190.700      116.914     4593.715
      11.445      101.700      116.914     4593.715
      11.453        4.700      116.914     4593.715
      11.460      145.600      116.914     4593.715
      11.467      152.100      116.914     4593.715
      11.475        1.600      116.914     4593.715
      11.482      131.000      116.914     4593.715
      11.490      123.700      116.914     4593.715
      11.497      132.300      116.914     4593.715
      11.505       92.200      116.914     4593.715
      11.512       42.500      116.914     4593.715
      11.520       92.600      116.914     4593.715
      11.527      134.900      116.914     4593.715
      11.535      130.600      116.914     4593.715
      11.542       53.200      116.914     4593.715
      11.550      112.800      116.914     4593.715
      11.557      136.000      116.914     4593.715
      11.564        0.000      116.914     4593.715
      11.572      203.500      116.914     4593.715
      11.579       45.100      116.914     4593.715
      11.587       85.100      116.914     4593.715
      11.594      142.000      116.914     4593.715
      11.602      101.800      116.914     4593.715
      11.610       65.000      116.914     4593.715
      11.617      124.600      116.914     4593.715
      11.624      129.600      116.914     4593.715
